,work_year,experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
853,2023,SE,Data Science & Machine Learning,247500.0,North America,0,North America,M
854,2023,SE,Data Science & Machine Learning,172200.0,North America,0,North America,M
855,2023,EX,Data Engineering & Infrastructure,301099.75,North America,100,North America,M
856,2023,EX,Data Engineering & Infrastructure,239000.0,North America,100,North America,M
857,2023,SE,Data Analysis & Analytics,125000.0,North America,0,North America,M
858,2023,SE,Data Analysis & Analytics,110000.0,North America,0,North America,M
859,2023,EN,Data Analysis & Analytics,150000.0,North America,0,North America,M
860,2023,EN,Data Analysis & Analytics,100000.0,North America,0,North America,M
861,2023,SE,Data Science & Machine Learning,149076.0,North America,0,North America,M
862,2023,SE,Data Science & Machine Learning,82365.0,North America,0,North America,M
863,2023,MI,Data Engineering & Infrastructure,146000.0,North America,0,North America,M
864,2023,MI,Data Engineering & Infrastructure,75000.0,North America,0,North America,M
865,2023,SE,Data Science & Machine Learning,139500.0,North America,0,North America,M
866,2023,SE,Data Science & Machine Learning,109400.0,North America,0,North America,M
867,2023,SE,Data Engineering & Infrastructure,139500.0,North America,0,North America,M
868,2023,SE,Data Engineering & Infrastructure,109400.0,North America,0,North America,M
869,2023,MI,Data Engineering & Infrastructure,149600.0,North America,0,North America,M
870,2023,MI,Data Engineering & Infrastructure,102000.0,North America,0,North America,M
871,2023,MI,Data Analysis & Analytics,97218.0,Europe,0,Europe,M
872,2023,MI,Data Analysis & Analytics,48609.0,Europe,0,Europe,M
873,2023,SE,Data Engineering & Infrastructure,252000.0,North America,0,North America,M
874,2023,SE,Data Engineering & Infrastructure,129000.0,North America,0,North America,M
875,2023,SE,Data Analysis & Analytics,95000.0,North America,0,North America,M
876,2023,SE,Data Analysis & Analytics,85500.0,North America,0,North America,M
877,2023,SE,Data Analysis & Analytics,185900.0,North America,0,North America,M
878,2023,SE,Data Analysis & Analytics,121700.0,North America,0,North America,M
879,2023,EN,Data Science & Machine Learning,150000.0,North America,0,North America,M
880,2023,EN,Data Science & Machine Learning,100000.0,North America,0,North America,M
881,2023,MI,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
882,2023,MI,Data Engineering & Infrastructure,125000.0,North America,0,North America,M
883,2023,MI,Data Science & Machine Learning,150000.0,North America,100,North America,M
884,2023,MI,Data Science & Machine Learning,97750.0,North America,100,North America,M
885,2023,SE,Data Science & Machine Learning,201000.0,North America,0,North America,M
886,2023,SE,Data Science & Machine Learning,122000.0,North America,0,North America,M
887,2023,SE,Data Engineering & Infrastructure,252000.0,North America,0,North America,M
888,2023,SE,Data Engineering & Infrastructure,129000.0,North America,0,North America,M
889,2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M
890,2023,SE,Data Analysis & Analytics,75000.0,North America,100,North America,M
891,2023,MI,Data Science & Machine Learning,116990.0,North America,100,North America,M
892,2023,MI,Data Science & Machine Learning,82920.0,North America,100,North America,M
893,2023,SE,Data Science & Machine Learning,185900.0,North America,0,North America,M
894,2023,SE,Data Science & Machine Learning,129300.0,North America,0,North America,M
895,2023,MI,Data Science & Machine Learning,200000.0,North America,0,North America,S
896,2023,MI,Data Science & Machine Learning,125000.0,North America,0,North America,S
897,2023,SE,Data Science & Machine Learning,201000.0,North America,0,North America,M
898,2023,SE,Data Science & Machine Learning,122000.0,North America,0,North America,M
899,2023,SE,Data Science & Machine Learning,204500.0,North America,0,North America,M
900,2023,SE,Data Science & Machine Learning,142200.0,North America,0,North America,M
901,2023,SE,Data Management,155000.0,North America,0,North America,M
902,2023,SE,Data Management,140000.0,North America,0,North America,M
903,2023,MI,Data Science & Machine Learning,205920.0,North America,0,North America,M
904,2023,MI,Data Science & Machine Learning,171600.0,North America,0,North America,M
905,2023,SE,Data Engineering & Infrastructure,121500.0,North America,100,North America,M
906,2023,SE,Data Engineering & Infrastructure,78000.0,North America,100,North America,M
907,2023,MI,Data Engineering & Infrastructure,154000.0,North America,0,North America,M
908,2023,MI,Data Engineering & Infrastructure,116000.0,North America,0,North America,M
909,2023,SE,Data Science & Machine Learning,190000.0,North America,0,North America,M
910,2023,SE,Data Science & Machine Learning,136000.0,North America,0,North America,M
911,2023,MI,Data Analysis & Analytics,78990.0,Europe,100,Europe,M
912,2023,MI,Data Analysis & Analytics,43809.0,Europe,100,Europe,M
913,2023,SE,Data Analysis & Analytics,180000.0,North America,0,North America,M
914,2023,SE,Data Analysis & Analytics,110000.0,North America,0,North America,M
915,2023,SE,Data Science & Machine Learning,275300.0,North America,100,North America,M
916,2023,SE,Data Science & Machine Learning,183000.0,North America,100,North America,M
917,2023,SE,Data Engineering & Infrastructure,170000.0,North America,0,North America,M
918,2023,SE,Data Engineering & Infrastructure,140000.0,North America,0,North America,M
919,2023,SE,Data Engineering & Infrastructure,154000.0,North America,0,North America,M
920,2023,SE,Data Engineering & Infrastructure,116000.0,North America,0,North America,M
921,2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
922,2023,SE,Data Engineering & Infrastructure,130000.0,North America,100,North America,M
923,2023,MI,Data Engineering & Infrastructure,200000.0,North America,0,North America,M
924,2023,MI,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
925,2023,SE,Data Science & Machine Learning,175000.0,North America,100,North America,M
926,2023,SE,Data Science & Machine Learning,160000.0,North America,100,North America,M
927,2023,MI,Data Engineering & Infrastructure,127599.0,Europe,0,Europe,M
928,2023,MI,Data Engineering & Infrastructure,103294.0,Europe,0,Europe,M
929,2023,SE,Data Engineering & Infrastructure,153600.0,North America,0,North America,M
930,2023,SE,Data Engineering & Infrastructure,106800.0,North America,0,North America,M
931,2023,EN,Data Analysis & Analytics,85000.0,North America,100,North America,M
932,2023,EN,Data Analysis & Analytics,75000.0,North America,100,North America,M
933,2023,SE,Data Science & Machine Learning,225000.0,North America,0,North America,M
934,2023,SE,Data Science & Machine Learning,156400.0,North America,0,North America,M
935,2023,SE,Data Analysis & Analytics,150000.0,North America,0,North America,M
936,2023,SE,Data Analysis & Analytics,120000.0,North America,0,North America,M
937,2023,SE,Data Science & Machine Learning,163800.0,North America,0,North America,M
938,2023,SE,Data Science & Machine Learning,126000.0,North America,0,North America,M
939,2023,SE,Data Analysis & Analytics,145000.0,North America,100,North America,M
940,2023,SE,Data Analysis & Analytics,90000.0,North America,100,North America,M
941,2023,SE,Data Science & Machine Learning,204500.0,North America,0,North America,M
942,2023,SE,Data Science & Machine Learning,142200.0,North America,0,North America,M
943,2023,SE,Data Analysis & Analytics,95000.0,North America,0,North America,M
944,2023,SE,Data Analysis & Analytics,85500.0,North America,0,North America,M
945,2023,SE,Data Engineering & Infrastructure,167500.0,North America,0,North America,M
946,2023,SE,Data Engineering & Infrastructure,106500.0,North America,0,North America,M
947,2023,SE,Data Engineering & Infrastructure,163800.0,North America,0,North America,M
948,2023,SE,Data Engineering & Infrastructure,126000.0,North America,0,North America,M
949,2023,MI,Data Analysis & Analytics,155000.0,North America,0,North America,M
950,2023,MI,Data Analysis & Analytics,140000.0,North America,0,North America,M
951,2023,SE,Data Science & Machine Learning,250000.0,North America,0,North America,M
952,2023,SE,Data Science & Machine Learning,200000.0,North America,0,North America,M
953,2023,SE,Data Science & Machine Learning,260000.0,North America,0,North America,M
954,2023,SE,Data Science & Machine Learning,186000.0,North America,0,North America,M
955,2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
956,2023,SE,Data Engineering & Infrastructure,130000.0,North America,100,North America,M
957,2023,SE,Data Science & Machine Learning,200000.0,North America,0,North America,M
958,2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M
959,2023,SE,Data Science & Machine Learning,48289.0,Europe,0,Europe,M
960,2023,SE,Data Science & Machine Learning,38631.0,Europe,0,Europe,M
961,2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M
962,2023,SE,Data Science & Machine Learning,120000.0,North America,0,North America,M
963,2023,EN,Data Analysis & Analytics,30000.0,Other,50,Other,M
964,2023,MI,Data Science & Machine Learning,185000.0,North America,0,North America,M
965,2023,MI,Data Science & Machine Learning,125000.0,North America,0,North America,M
966,2023,SE,Data Management,75116.0,Europe,100,Europe,L
967,2022,EX,Data Management,106000.0,Other,0,Europe,L
968,2023,SE,Data Analysis & Analytics,175000.0,North America,100,North America,M
969,2023,SE,Data Analysis & Analytics,130000.0,North America,100,North America,M
970,2023,SE,Data Analysis & Analytics,122000.0,North America,100,North America,M
971,2023,SE,Data Analysis & Analytics,93800.0,North America,100,North America,M
972,2023,SE,Data Management,150000.0,North America,100,North America,M
973,2023,SE,Data Management,90000.0,North America,100,North America,M
974,2023,SE,Data Analysis & Analytics,165000.0,North America,100,North America,M
975,2023,SE,Data Analysis & Analytics,112000.0,North America,100,North America,M
976,2023,EN,Artificial Intelligence (AI),220000.0,North America,0,North America,M
977,2023,SE,Business Intelligence (BI),71897.0,Europe,100,Europe,M
978,2023,EN,Artificial Intelligence (AI),64385.0,Europe,0,Europe,M
979,2023,SE,Data Science & Machine Learning,204500.0,North America,0,North America,M
980,2023,SE,Data Science & Machine Learning,142200.0,North America,0,North America,M
981,2023,SE,Data Analysis & Analytics,15806.0,Other,100,Other,S
982,2023,MI,Data Science & Machine Learning,200000.0,North America,0,North America,M
983,2023,MI,Data Science & Machine Learning,175000.0,North America,0,North America,M
984,2023,SE,Data Engineering & Infrastructure,185900.0,North America,0,North America,M
985,2023,SE,Data Engineering & Infrastructure,129300.0,North America,0,North America,M
986,2023,SE,Data Analysis & Analytics,185900.0,North America,0,North America,M
987,2023,SE,Data Analysis & Analytics,121700.0,North America,0,North America,M
988,2023,SE,Data Science & Machine Learning,204500.0,North America,0,North America,M
989,2023,SE,Data Science & Machine Learning,142200.0,North America,0,North America,M
990,2023,MI,Data Science & Machine Learning,40000.0,Europe,50,Europe,L
991,2023,SE,Data Science & Machine Learning,29453.0,Other,50,Other,M
992,2023,SE,Data Analysis & Analytics,180180.0,North America,0,North America,M
993,2023,SE,Data Analysis & Analytics,106020.0,North America,0,North America,M
994,2023,SE,Data Science & Machine Learning,136000.0,North America,100,North America,M
995,2023,SE,Data Science & Machine Learning,104000.0,North America,100,North America,M
996,2023,SE,Data Analysis & Analytics,125000.0,North America,0,North America,M
997,2023,SE,Data Analysis & Analytics,110000.0,North America,0,North America,M
998,2023,SE,Data Science & Machine Learning,153400.0,North America,0,North America,M
999,2023,SE,Data Science & Machine Learning,122700.0,North America,0,North America,M
1000,2023,EX,Data Engineering & Infrastructure,301099.75,North America,100,North America,M
1001,2023,EX,Data Engineering & Infrastructure,239000.0,North America,100,North America,M
1002,2023,SE,Data Analysis & Analytics,152380.0,North America,0,North America,M
1003,2023,SE,Data Analysis & Analytics,121904.0,North America,0,North America,M
1004,2023,SE,Data Science & Machine Learning,185900.0,North America,0,North America,M
1005,2023,SE,Data Science & Machine Learning,129300.0,North America,0,North America,M
1006,2023,SE,Data Science & Machine Learning,247500.0,North America,0,North America,M
1007,2023,SE,Data Science & Machine Learning,172200.0,North America,0,North America,M
1008,2023,SE,Data Engineering & Infrastructure,168400.0,North America,0,North America,M
1009,2023,SE,Data Engineering & Infrastructure,105200.0,North America,0,North America,M
1010,2023,SE,Data Science & Machine Learning,128280.0,North America,0,North America,M
1011,2023,SE,Data Science & Machine Learning,106900.0,North America,0,North America,M
1012,2022,SE,Data Science & Machine Learning,192000.0,North America,100,North America,L
1013,2023,MI,Data Engineering & Infrastructure,140000.0,North America,0,North America,M
1014,2023,MI,Data Engineering & Infrastructure,100000.0,North America,0,North America,M
1015,2023,SE,Data Science & Machine Learning,107309.0,Europe,100,Europe,S
1016,2023,SE,Data Science & Machine Learning,85847.0,Europe,100,Europe,S
1017,2023,SE,Data Science & Machine Learning,275000.0,Europe,0,Europe,M
1018,2023,SE,Data Science & Machine Learning,174000.0,Europe,0,Europe,M
1019,2023,SE,Data Engineering & Infrastructure,139500.0,North America,0,North America,M
1020,2023,SE,Data Engineering & Infrastructure,109400.0,North America,0,North America,M
1021,2023,SE,Data Science & Machine Learning,139500.0,North America,0,North America,M
1022,2023,SE,Data Science & Machine Learning,109400.0,North America,0,North America,M
1023,2023,SE,Data Analysis & Analytics,170500.0,North America,100,North America,M
1024,2023,SE,Data Analysis & Analytics,85000.0,North America,100,North America,M
1025,2023,SE,Data Management,72946.0,Europe,0,Europe,M
1026,2023,SE,Data Management,54365.0,Europe,0,Europe,M
1027,2023,EX,Business Intelligence (BI),160288.0,Europe,0,Europe,M
1028,2023,EX,Business Intelligence (BI),127467.0,Europe,0,Europe,M
1029,2023,SE,Data Engineering & Infrastructure,80000.0,North America,0,North America,M
1030,2023,SE,Data Engineering & Infrastructure,65000.0,North America,0,North America,M
1031,2023,SE,Data Engineering & Infrastructure,124740.0,North America,0,North America,M
1032,2023,SE,Data Engineering & Infrastructure,65488.0,North America,0,North America,M
1033,2023,SE,Data Management,72200.0,North America,0,North America,M
1034,2023,SE,Data Management,64980.0,North America,0,North America,M
1035,2023,SE,Data Engineering & Infrastructure,153600.0,North America,0,North America,M
1036,2023,SE,Data Engineering & Infrastructure,106800.0,North America,0,North America,M
1037,2023,SE,Data Analysis & Analytics,179975.0,North America,100,North America,M
1038,2023,SE,Data Analysis & Analytics,86466.0,North America,100,North America,M
1039,2023,SE,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
1040,2023,SE,Data Engineering & Infrastructure,90000.0,North America,0,North America,M
1041,2023,MI,Data Analysis & Analytics,51039.0,Europe,0,Europe,M
1042,2023,MI,Data Analysis & Analytics,42533.0,Europe,0,Europe,M
1043,2023,SE,Data Science & Machine Learning,149076.0,North America,0,North America,M
1044,2023,SE,Data Science & Machine Learning,82365.0,North America,0,North America,M
1045,2023,SE,Data Analysis & Analytics,169000.0,North America,0,North America,M
1046,2023,SE,Data Analysis & Analytics,110600.0,North America,0,North America,M
1047,2023,SE,Data Management,175000.0,North America,0,North America,M
1048,2023,SE,Data Management,120000.0,North America,0,North America,M
1049,2023,SE,Data Analysis & Analytics,230000.0,North America,0,North America,M
1050,2023,SE,Data Analysis & Analytics,180000.0,North America,0,North America,M
1051,2023,SE,Data Analysis & Analytics,153600.0,North America,0,North America,M
1052,2023,SE,Data Analysis & Analytics,106800.0,North America,0,North America,M
1053,2023,SE,Data Management,140000.0,North America,0,North America,M
1054,2023,SE,Data Management,120000.0,North America,0,North America,M
1055,2023,SE,Data Science & Machine Learning,205920.0,North America,0,North America,M
1056,2023,SE,Data Science & Machine Learning,171600.0,North America,0,North America,M
1057,2023,SE,Data Analysis & Analytics,165000.0,North America,100,North America,M
1058,2023,SE,Data Analysis & Analytics,125000.0,North America,100,North America,M
1059,2023,SE,Data Engineering & Infrastructure,265000.0,North America,0,North America,M
1060,2023,SE,Data Engineering & Infrastructure,185000.0,North America,0,North America,M
1061,2023,MI,Data Science & Machine Learning,130000.0,North America,0,North America,M
1062,2022,EN,Data Science & Machine Learning,168000.0,North America,100,North America,M
1063,2023,MI,Artificial Intelligence (AI),38631.0,Europe,50,Europe,L
1064,2023,SE,Data Analysis & Analytics,95000.0,North America,0,North America,M
1065,2023,SE,Data Analysis & Analytics,85500.0,North America,0,North America,M
1066,2023,SE,Data Science & Machine Learning,147100.0,North America,0,North America,M
1067,2023,SE,Data Science & Machine Learning,90700.0,North America,0,North America,M
1068,2023,SE,Data Engineering & Infrastructure,167580.0,North America,0,North America,M
1069,2023,SE,Data Engineering & Infrastructure,87980.0,North America,0,North America,M
1070,2023,SE,Data Engineering & Infrastructure,202000.0,North America,100,North America,M
1071,2023,SE,Data Engineering & Infrastructure,135000.0,North America,100,North America,M
1072,2023,SE,Data Engineering & Infrastructure,163800.0,North America,0,North America,M
1073,2023,SE,Data Engineering & Infrastructure,126000.0,North America,0,North America,M
1074,2023,SE,Data Science & Machine Learning,163800.0,North America,0,North America,M
1075,2023,SE,Data Science & Machine Learning,126000.0,North America,0,North America,M
1076,2023,SE,Data Engineering & Infrastructure,104000.0,North America,100,North America,M
1077,2023,SE,Data Engineering & Infrastructure,65000.0,North America,100,North America,M
1078,2023,SE,Data Science & Machine Learning,230000.0,North America,0,North America,M
1079,2023,SE,Data Science & Machine Learning,148000.0,North America,0,North America,M
1080,2023,SE,Data Science & Machine Learning,269000.0,North America,100,North America,M
1081,2023,SE,Data Science & Machine Learning,158000.0,North America,100,North America,M
1082,2023,SE,Data Analysis & Analytics,197000.0,North America,0,North America,M
1083,2023,SE,Data Analysis & Analytics,106000.0,North America,0,North America,M
1084,2023,MI,Data Science & Machine Learning,150000.0,North America,100,North America,M
1085,2023,MI,Data Science & Machine Learning,100000.0,North America,100,North America,M
1086,2023,SE,Data Engineering & Infrastructure,290000.0,North America,100,North America,M
1087,2023,SE,Data Engineering & Infrastructure,210000.0,North America,100,North America,M
1088,2023,SE,Data Engineering & Infrastructure,192000.0,North America,0,North America,M
1089,2023,SE,Data Engineering & Infrastructure,172800.0,North America,0,North America,M
1090,2023,SE,Data Science & Machine Learning,300240.0,North America,0,North America,M
1091,2023,SE,Data Science & Machine Learning,200160.0,North America,0,North America,M
1092,2023,SE,Data Science & Machine Learning,300240.0,North America,0,North America,M
1093,2023,SE,Data Science & Machine Learning,200160.0,North America,0,North America,M
1094,2023,SE,Data Analysis & Analytics,175000.0,North America,0,North America,M
1095,2023,SE,Data Analysis & Analytics,140000.0,North America,0,North America,M
1096,2023,SE,Data Management,169000.0,North America,0,North America,M
1097,2023,SE,Data Management,100000.0,North America,0,North America,M
1098,2023,SE,Data Science & Machine Learning,301099.75,North America,0,North America,M
1099,2023,SE,Data Science & Machine Learning,245000.0,North America,0,North America,M
1100,2023,MI,Data Engineering & Infrastructure,115447.0,Europe,100,Europe,L
1101,2023,SE,Data Analysis & Analytics,110000.0,North America,100,North America,S
1102,2023,SE,Data Analysis & Analytics,80000.0,North America,100,North America,S
1103,2023,EN,Data Analysis & Analytics,55000.0,North America,0,North America,M
1104,2023,EN,Data Analysis & Analytics,48000.0,North America,0,North America,M
1105,2023,SE,Data Analysis & Analytics,95000.0,North America,0,North America,M
1106,2023,SE,Data Analysis & Analytics,85000.0,North America,0,North America,M
1107,2023,SE,Data Engineering & Infrastructure,137500.0,North America,100,North America,M
1108,2023,SE,Data Engineering & Infrastructure,81500.0,North America,100,North America,M
1109,2023,SE,Data Science & Machine Learning,301099.75,North America,0,North America,M
1110,2023,SE,Data Science & Machine Learning,184700.0,North America,0,North America,M
1111,2021,MI,Artificial Intelligence (AI),30000.0,Other,0,Other,S
1112,2023,SE,Data Science & Machine Learning,186000.0,North America,100,North America,M
1113,2023,SE,Data Science & Machine Learning,153088.0,North America,100,North America,M
1114,2023,MI,Data Engineering & Infrastructure,190000.0,North America,100,North America,M
1115,2023,MI,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
1116,2023,SE,Data Science & Machine Learning,200000.0,North America,100,North America,M
1117,2023,SE,Data Science & Machine Learning,150000.0,North America,100,North America,M
1118,2023,MI,Data Engineering & Infrastructure,190000.0,North America,0,North America,M
1119,2023,MI,Data Engineering & Infrastructure,183310.0,North America,0,North America,M
1120,2023,SE,Data Science & Machine Learning,240000.0,North America,100,North America,M
1121,2023,SE,Data Science & Machine Learning,180000.0,North America,100,North America,M
1122,2023,SE,Data Science & Machine Learning,200000.0,North America,100,North America,M
1123,2023,SE,Data Science & Machine Learning,150000.0,North America,100,North America,M
1124,2023,SE,Data Management,299500.0,North America,0,North America,M
1125,2023,SE,Data Management,245100.0,North America,0,North America,M
1126,2023,SE,Data Engineering & Infrastructure,144000.0,North America,100,North America,M
1127,2023,SE,Data Engineering & Infrastructure,66000.0,North America,100,North America,M
1128,2023,MI,Data Science & Machine Learning,148500.0,North America,0,North America,M
1129,2023,MI,Data Science & Machine Learning,126277.0,North America,0,North America,M
1130,2023,SE,Data Engineering & Infrastructure,228000.0,North America,0,North America,M
1131,2023,SE,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
1132,2023,SE,Data Science & Machine Learning,180000.0,North America,0,North America,M
1133,2023,SE,Data Science & Machine Learning,90000.0,North America,0,North America,M
1134,2023,SE,Data Science & Machine Learning,126500.0,North America,0,North America,M
1135,2023,SE,Data Science & Machine Learning,78000.0,North America,0,North America,M
1136,2023,SE,Data Engineering & Infrastructure,180000.0,North America,0,North America,M
1137,2023,SE,Data Engineering & Infrastructure,160000.0,North America,0,North America,M
1138,2023,SE,Data Science & Machine Learning,272000.0,North America,0,North America,M
1139,2023,SE,Data Science & Machine Learning,170000.0,North America,0,North America,M
1140,2023,MI,Data Analysis & Analytics,80000.0,North America,0,North America,M
1141,2023,MI,Data Analysis & Analytics,60000.0,North America,0,North America,M
1142,2023,SE,Data Engineering & Infrastructure,259000.0,North America,100,North America,M
1143,2023,SE,Data Engineering & Infrastructure,146000.0,North America,100,North America,M
1144,2023,SE,Data Engineering & Infrastructure,200000.0,North America,0,North America,M
1145,2023,SE,Data Engineering & Infrastructure,160000.0,North America,0,North America,M
1146,2023,EX,Data Engineering & Infrastructure,301099.75,North America,100,North America,M
1147,2023,EX,Data Engineering & Infrastructure,239000.0,North America,100,North America,M
1148,2023,SE,Data Analysis & Analytics,142000.0,North America,100,North America,M
1149,2023,SE,Data Analysis & Analytics,95000.0,North America,100,North America,M
1150,2023,SE,Data Science & Machine Learning,155000.0,North America,0,North America,M
1151,2023,SE,Data Science & Machine Learning,139500.0,North America,0,North America,M
1152,2023,MI,Data Engineering & Infrastructure,140000.0,North America,100,North America,M
1153,2023,MI,Data Engineering & Infrastructure,120000.0,North America,100,North America,M
1154,2023,SE,Data Engineering & Infrastructure,259000.0,North America,100,North America,M
1155,2023,SE,Data Engineering & Infrastructure,146000.0,North America,100,North America,M
1156,2023,MI,Data Analysis & Analytics,109371.0,Europe,0,Europe,M
1157,2023,MI,Data Analysis & Analytics,72914.0,Europe,0,Europe,M
1158,2023,EN,Data Science & Machine Learning,19522.0,Other,100,Other,L
1159,2023,SE,Data Science & Machine Learning,247500.0,North America,0,North America,M
1160,2023,SE,Data Science & Machine Learning,172200.0,North America,0,North America,M
1161,2023,SE,Data Science & Machine Learning,225000.0,North America,0,North America,M
1162,2023,SE,Data Science & Machine Learning,156400.0,North America,0,North America,M
1163,2023,SE,Data Engineering & Infrastructure,139500.0,North America,0,North America,M
1164,2023,SE,Data Engineering & Infrastructure,109400.0,North America,0,North America,M
1165,2023,MI,Data Engineering & Infrastructure,125000.0,North America,0,North America,M
1166,2023,MI,Data Engineering & Infrastructure,90000.0,North America,0,North America,M
1167,2023,SE,Data Science & Machine Learning,107309.0,Europe,100,Europe,M
1168,2023,SE,Data Science & Machine Learning,75116.0,Europe,100,Europe,M
1169,2023,SE,Data Science & Machine Learning,185900.0,North America,0,North America,M
1170,2023,SE,Data Science & Machine Learning,129300.0,North America,0,North America,M
1171,2023,SE,Data Science & Machine Learning,139500.0,North America,0,North America,M
1172,2023,SE,Data Science & Machine Learning,109400.0,North America,0,North America,M
1173,2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M
1174,2023,SE,Data Analysis & Analytics,75000.0,North America,100,North America,M
1175,2023,SE,Data Analysis & Analytics,169000.0,North America,0,North America,M
1176,2023,SE,Data Analysis & Analytics,110600.0,North America,0,North America,M
1177,2023,SE,Data Science & Machine Learning,288000.0,North America,100,North America,M
1178,2023,SE,Data Science & Machine Learning,140000.0,North America,100,North America,M
1179,2023,SE,Data Science & Machine Learning,288000.0,North America,100,North America,M
1180,2023,SE,Data Science & Machine Learning,140000.0,North America,100,North America,M
1181,2023,MI,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
1182,2023,MI,Data Engineering & Infrastructure,90000.0,North America,0,North America,M
1183,2023,MI,Data Science & Machine Learning,72914.0,Europe,0,Europe,M
1184,2023,MI,Data Science & Machine Learning,60761.0,Europe,0,Europe,M
1185,2023,SE,Data Science & Machine Learning,215050.0,North America,100,North America,M
1186,2023,SE,Data Science & Machine Learning,156400.0,North America,100,North America,M
1187,2023,SE,Data Engineering & Infrastructure,198000.0,North America,100,North America,M
1188,2023,SE,Data Engineering & Infrastructure,114000.0,North America,100,North America,M
1189,2023,EN,Data Analysis & Analytics,75000.0,North America,100,North America,M
1190,2023,EN,Data Analysis & Analytics,60000.0,North America,100,North America,M
1191,2023,SE,Data Science & Machine Learning,204500.0,North America,0,North America,M
1192,2023,SE,Data Science & Machine Learning,142200.0,North America,0,North America,M
1193,2023,SE,Data Science & Machine Learning,209300.0,North America,100,North America,M
1194,2023,SE,Data Science & Machine Learning,182200.0,North America,100,North America,M
1195,2023,SE,Data Management,140000.0,North America,0,North America,M
1196,2023,SE,Data Management,120000.0,North America,0,North America,M
1197,2022,EN,Data Science & Machine Learning,85000.0,North America,0,North America,M
1198,2023,MI,Data Science & Machine Learning,48609.0,Europe,100,Europe,M
1199,2023,EN,Data Science & Machine Learning,120000.0,Europe,100,Europe,M
1200,2023,EN,Data Science & Machine Learning,60000.0,Europe,100,Europe,M
1201,2023,SE,Data Science & Machine Learning,147100.0,North America,0,North America,M
1202,2023,SE,Data Science & Machine Learning,90700.0,North America,0,North America,M
1203,2023,SE,Data Engineering & Infrastructure,230000.0,North America,0,North America,M
1204,2023,SE,Data Engineering & Infrastructure,170000.0,North America,0,North America,M
1205,2023,SE,Data Analysis & Analytics,227000.0,North America,0,North America,M
1206,2023,SE,Data Analysis & Analytics,108000.0,North America,0,North America,M
1207,2023,SE,Data Engineering & Infrastructure,180000.0,North America,100,North America,M
1208,2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
1209,2023,SE,Data Engineering & Infrastructure,180000.0,North America,100,North America,M
1210,2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
1211,2023,SE,Data Engineering & Infrastructure,180000.0,North America,0,North America,M
1212,2023,SE,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
1213,2023,SE,Data Analysis & Analytics,55800.0,Europe,100,Europe,M
1214,2023,SE,Data Analysis & Analytics,51508.0,Europe,100,Europe,M
1215,2023,EN,Data Analysis & Analytics,60000.0,North America,100,North America,L
1216,2023,EN,Data Analysis & Analytics,50000.0,Other,50,North America,L
1217,2023,SE,Data Engineering & Infrastructure,226700.0,North America,0,North America,M
1218,2023,SE,Data Engineering & Infrastructure,133300.0,North America,0,North America,M
1219,2023,SE,Data Engineering & Infrastructure,252000.0,North America,0,North America,M
1220,2023,SE,Data Engineering & Infrastructure,129000.0,North America,0,North America,M
1221,2023,SE,Data Engineering & Infrastructure,151902.0,Europe,100,Europe,L
1222,2023,SE,Data Analysis & Analytics,80000.0,North America,0,North America,M
1223,2023,SE,Data Analysis & Analytics,52500.0,North America,0,North America,M
1224,2023,SE,Data Engineering & Infrastructure,250000.0,North America,100,North America,M
1225,2023,SE,Data Engineering & Infrastructure,162500.0,North America,100,North America,M
1226,2023,EN,Data Analysis & Analytics,85000.0,North America,100,North America,M
1227,2023,EN,Data Analysis & Analytics,75000.0,North America,100,North America,M
1228,2023,SE,Data Analysis & Analytics,153600.0,North America,0,North America,M
1229,2023,SE,Data Analysis & Analytics,106800.0,North America,0,North America,M
1230,2023,MI,Data Analysis & Analytics,165000.0,North America,0,North America,M
1231,2023,MI,Data Analysis & Analytics,124000.0,North America,0,North America,M
1232,2023,SE,Data Analysis & Analytics,115934.0,North America,100,North America,M
1233,2023,SE,Data Analysis & Analytics,81666.0,North America,100,North America,M
1234,2023,SE,Data Engineering & Infrastructure,167580.0,North America,0,North America,M
1235,2023,SE,Data Engineering & Infrastructure,87980.0,North America,0,North America,M
1236,2023,SE,Data Engineering & Infrastructure,250000.0,North America,100,North America,M
1237,2023,SE,Data Engineering & Infrastructure,63000.0,North America,100,North America,M
1238,2023,SE,Data Science & Machine Learning,253750.0,Europe,0,Europe,M
