work_year,experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,148500.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,126277.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,126500.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,160000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,170000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,146000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,160000.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,142000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,95000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,155000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,139500.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,140000.0,North America,100,North America,M
2023,MI,Data Engineering & Infrastructure,120000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,146000.0,North America,100,North America,M
2023,MI,Data Analysis & Analytics,109371.0,Europe,0,Europe,M
2023,MI,Data Analysis & Analytics,131526.0,Europe,0,Europe,M
2023,EN,Data Science & Machine Learning,131526.0,Other,100,Other,L
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,172200.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,156400.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,139500.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,109400.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,125000.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,107309.0,Europe,100,Europe,M
2023,SE,Data Science & Machine Learning,131526.0,Europe,100,Europe,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,129300.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,139500.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,109400.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,120000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,169000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,110600.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,140000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,140000.0,North America,100,North America,M
2023,MI,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,MI,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,156400.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,114000.0,North America,100,North America,M
2023,EN,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,EN,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,142200.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Management,140000.0,North America,0,North America,M
2023,SE,Data Management,120000.0,North America,0,North America,M
2022,EN,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,131526.0,Europe,100,Europe,M
2023,EN,Data Science & Machine Learning,120000.0,Europe,100,Europe,M
2023,EN,Data Science & Machine Learning,131526.0,Europe,100,Europe,M
2023,SE,Data Science & Machine Learning,147100.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,170000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,108000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,Europe,100,Europe,M
2023,SE,Data Analysis & Analytics,131526.0,Europe,100,Europe,M
2023,EN,Data Analysis & Analytics,131526.0,North America,100,North America,L
2023,EN,Data Analysis & Analytics,131526.0,Other,50,North America,L
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,133300.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,129000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,151902.0,Europe,100,Europe,L
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,162500.0,North America,100,North America,M
2023,EN,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,EN,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,153600.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,106800.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,165000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,124000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,115934.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,167580.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,SE,Data Science & Machine Learning,169200.0,Europe,0,Europe,M
2023,SE,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,SE,Data Science & Machine Learning,169200.0,Europe,0,Europe,M
2023,MI,Data Science & Machine Learning,170000.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,120000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,124740.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,163625.0,North America,100,North America,M
2023,EN,Data Engineering & Infrastructure,131526.0,Other,0,Other,L
2022,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,101943.0,Europe,100,Europe,M
2023,MI,Data Analysis & Analytics,131526.0,Other,100,Other,L
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,170000.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,115000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,115000.0,North America,100,North America,M
2023,SE,Data Management,131526.0,North America,100,North America,M
2023,SE,Data Management,138750.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,153090.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,MI,Data Analysis & Analytics,125000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,105000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,109371.0,Europe,0,Europe,M
2023,MI,Data Analysis & Analytics,131526.0,Europe,0,Europe,M
2023,EN,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,EN,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,EN,Data Analysis & Analytics,100000.0,North America,50,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,156400.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,162500.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,110000.0,North America,100,North America,M
2023,MI,Data Analysis & Analytics,95000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,145000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,135000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,106020.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,93919.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,133832.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,170000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,EX,Data Engineering & Infrastructure,116704.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,140000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,149076.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,131526.0,North America,100,North America,S
2023,SE,Data Science & Machine Learning,175000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,148750.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,121523.0,Europe,0,Europe,M
2023,MI,Data Science & Machine Learning,97218.0,Europe,0,Europe,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,140800.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,145828.0,Europe,0,Europe,M
2023,MI,Data Science & Machine Learning,121523.0,Europe,0,Europe,M
2023,SE,Artificial Intelligence (AI),131526.0,Europe,100,North America,L
2023,EN,Data Science & Machine Learning,110000.0,North America,50,North America,S
2023,SE,Data Engineering & Infrastructure,128000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,Europe,100,Europe,M
2023,MI,Data Engineering & Infrastructure,131526.0,Europe,100,Europe,M
2023,MI,Data Analysis & Analytics,131526.0,Europe,0,Europe,M
2023,MI,Data Analysis & Analytics,131526.0,Europe,0,Europe,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,145900.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,155850.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,102544.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,151410.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,115360.0,North America,100,North America,M
2023,MI,Data Engineering & Infrastructure,131526.0,Europe,100,Europe,M
2023,MI,Data Engineering & Infrastructure,131526.0,Europe,100,Europe,M
2023,SE,Data Management,125686.0,North America,50,North America,M
2023,SE,Data Engineering & Infrastructure,100000.0,Europe,50,Europe,L
2023,EN,Data Science & Machine Learning,131526.0,Other,50,Other,L
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,162500.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,Europe,0,Europe,M
2023,SE,Data Science & Machine Learning,120250.0,Europe,0,Europe,M
2023,EN,Data Engineering & Infrastructure,131526.0,Europe,100,Europe,L
2022,EN,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,MI,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Business Intelligence (BI),135000.0,North America,100,North America,M
2023,SE,Business Intelligence (BI),100000.0,North America,100,North America,M
2023,EX,Data Analysis & Analytics,155000.0,North America,0,North America,M
2023,EX,Data Analysis & Analytics,140000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,142200.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,133300.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,156400.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,163800.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,126000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,163800.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,126000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,115000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,138900.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,162500.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,150000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,107000.0,North America,100,North America,M
2023,EX,Data Engineering & Infrastructure,175000.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,110000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,133300.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,129000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,125000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,129000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,156400.0,North America,0,North America,M
2022,MI,Data Science & Machine Learning,131526.0,Other,100,Other,L
2023,MI,Data Science & Machine Learning,110000.0,North America,100,North America,L
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,MI,Data Analysis & Analytics,130000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,100000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,153600.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,106800.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,137500.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,EX,Business Intelligence (BI),131526.0,North America,0,North America,M
2023,EX,Business Intelligence (BI),131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,165000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,144000.0,North America,100,North America,M
2023,EN,Business Intelligence (BI),160000.0,North America,0,North America,M
2023,EN,Business Intelligence (BI),100000.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,145000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,150000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,100000.0,North America,0,North America,M
2023,SE,Data Management,131526.0,North America,0,North America,M
2023,SE,Data Management,112000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,105000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,EN,Data Engineering & Infrastructure,130000.0,Europe,100,Europe,S
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,106020.0,North America,0,North America,M
2023,EN,Data Engineering & Infrastructure,160000.0,North America,0,North America,M
2023,EN,Data Engineering & Infrastructure,135000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,134000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,L
2023,SE,Data Analysis & Analytics,122000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,94000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,EX,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,156400.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,MI,Data Science & Machine Learning,150000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,152000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,158677.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,175000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,145000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,170000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,103200.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2022,MI,Data Science & Machine Learning,155000.0,North America,100,North America,L
2021,EN,Data Management,131526.0,Other,50,Other,L
2023,SE,Data Science & Machine Learning,131526.0,Europe,50,Europe,L
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,145000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,139000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,174500.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,113000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,130000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,160000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,108000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,165000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,107250.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,119000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,154600.0,North America,100,North America,M
2023,MI,Business Intelligence (BI),131526.0,Other,50,Other,L
2023,EN,Data Analysis & Analytics,131526.0,Other,100,North America,S
2023,MI,Data Management,131526.0,North America,0,North America,M
2023,MI,Data Management,131526.0,North America,0,North America,M
2023,SE,Data Management,168400.0,North America,0,North America,M
2023,SE,Data Management,105200.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,160000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,175000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,138750.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,153000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,94000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,L
2023,SE,Data Engineering & Infrastructure,123700.0,North America,0,North America,L
2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,EN,Data Science & Machine Learning,124234.0,North America,0,North America,M
2023,EN,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,109000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2022,SE,Data Science & Machine Learning,131526.0,Europe,50,Europe,L
2023,MI,Data Science & Machine Learning,131526.0,Other,0,Other,S
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,160000.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,125600.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,170000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,140000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,141290.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,150000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,120000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,160000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,107500.0,North America,100,North America,M
2023,MI,Data Engineering & Infrastructure,120000.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,95000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,129300.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,160000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,130000.0,North America,100,North America,M
2023,EN,Data Science & Machine Learning,131526.0,Other,50,Other,S
2023,MI,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,175000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,136000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,104000.0,North America,100,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,110000.0,North America,100,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,100,North America,M
2023,SE,Data Analysis & Analytics,125000.0,North America,0,North America,M
2023,SE,Data Analysis & Analytics,110000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,135000.0,North America,0,North America,M
2022,EN,Data Analysis & Analytics,131526.0,North America,50,North America,L
2023,EN,Artificial Intelligence (AI),120000.0,Europe,50,Europe,S
2023,SE,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,129000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,150000.0,North America,0,North America,M
2023,MI,Data Analysis & Analytics,100000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,131526.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,133300.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,165000.0,North America,0,North America,M
2023,SE,Data Engineering & Infrastructure,170000.0,North America,100,North America,M
2023,SE,Data Engineering & Infrastructure,150000.0,North America,100,North America,M
2023,MI,Data Engineering & Infrastructure,150000.0,North America,0,North America,M
2023,MI,Data Engineering & Infrastructure,130000.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
2023,SE,Data Science & Machine Learning,156400.0,North America,0,North America,M
2023,SE,Artificial Intelligence (AI),131526.0,North America,100,North America,S
2023,MI,Data Science & Machine Learning,131526.0,Other,100,Other,S
2023,EN,Data Analysis & Analytics,131526.0,Europe,50,Europe,L
2023,MI,Data Analysis & Analytics,131526.0,Other,50,Other,M
2023,SE,Data Science & Machine Learning,131526.0,North America,0,North America,M
