,work_year,experience_level,job_title,remote_ratio,company_size,salary_in_usd
618,2023,MI,Data Engineer,0,M,95000
619,2023,SE,Data Analyst,100,M,185000
620,2023,SE,Data Analyst,100,M,120250
621,2023,MI,Financial Data Analyst,100,L,130000
622,2023,SE,Data Scientist,0,M,205000
623,2023,SE,Data Scientist,0,M,140000
624,2023,SE,Data Scientist,100,M,297300
625,2023,SE,Data Scientist,100,M,198200
626,2023,SE,Research Scientist,0,M,141288
627,2023,SE,Research Scientist,0,M,94192
628,2023,SE,Data Infrastructure Engineer,100,M,184000
629,2023,SE,Data Infrastructure Engineer,100,M,143000
630,2023,SE,Data Analyst,0,M,70000
631,2023,SE,Data Analyst,0,M,55000
632,2023,SE,Analytics Engineer,100,M,275300
633,2023,SE,Analytics Engineer,100,M,183500
634,2023,MI,Data Analyst,100,M,75000
635,2023,MI,Data Analyst,100,M,65000
636,2023,MI,ML Engineer,0,M,160000
637,2023,MI,ML Engineer,0,M,147000
638,2023,SE,Data Architect,100,M,149040
639,2023,SE,Data Architect,100,M,113900
640,2023,SE,Data Analyst,0,M,180180
641,2023,SE,Data Analyst,0,M,106020
642,2023,MI,Machine Learning Engineer,0,M,250000
643,2023,MI,Machine Learning Engineer,0,M,150000
644,2023,SE,Data Engineer,0,M,139500
645,2023,SE,Data Engineer,0,M,109400
646,2023,SE,Data Scientist,0,M,105000
647,2023,SE,Data Scientist,0,M,70000
648,2023,EX,Data Engineer,100,M,210914
649,2023,EX,Data Engineer,100,M,116704
650,2023,EN,Research Scientist,0,M,150000
651,2023,EN,Research Scientist,0,M,100000
652,2023,SE,Data Engineer,0,M,146000
653,2023,SE,Data Engineer,0,M,75000
654,2023,EN,Data Analyst,100,M,75000
655,2023,EN,Data Analyst,100,M,60000
656,2023,MI,Analytics Engineer,0,M,185700
657,2023,MI,Analytics Engineer,0,M,165000
658,2023,SE,Data Engineer,100,M,160000
659,2023,SE,Data Engineer,100,M,130000
660,2023,SE,Data Analyst,0,M,169000
661,2023,SE,Data Analyst,0,M,110600
662,2023,SE,Data Operations Engineer,100,M,193000
663,2023,SE,Data Operations Engineer,100,M,136850
664,2023,SE,Machine Learning Engineer,0,M,139500
665,2023,SE,Machine Learning Engineer,0,M,109400
666,2023,SE,Data Engineer,100,M,276000
667,2023,SE,Data Engineer,100,M,178500
668,2023,SE,Data Engineer,0,M,252000
669,2023,SE,Data Engineer,0,M,129000
670,2022,SE,BI Developer,100,L,130000
671,2021,MI,Data Science Lead,100,M,150000
672,2023,SE,Data Engineer,0,M,163800
673,2023,SE,Data Engineer,0,M,126000
674,2023,SE,Analytics Engineer,100,M,170000
675,2023,SE,Analytics Engineer,100,M,130000
676,2023,SE,Machine Learning Engineer,0,M,247500
677,2023,SE,Machine Learning Engineer,0,M,172200
678,2023,SE,Data Scientist,0,M,239748
679,2023,SE,Data Scientist,0,M,159832
680,2023,SE,Machine Learning Engineer,0,M,163800
681,2023,SE,Machine Learning Engineer,0,M,126000
682,2023,MI,Data Scientist,0,M,128750
683,2023,MI,Data Scientist,0,M,106250
684,2023,SE,Data Engineer,0,M,252000
685,2023,SE,Data Engineer,0,M,129000
686,2023,SE,Data Science Manager,0,M,299500
687,2023,SE,Data Science Manager,0,M,245100
688,2023,MI,Data Analytics Manager,0,M,155000
689,2023,MI,Data Analytics Manager,0,M,140000
690,2023,EX,Data Engineer,0,M,167500
691,2023,EX,Data Engineer,0,M,106500
692,2023,SE,Data Architect,100,M,188500
693,2023,SE,Data Architect,100,M,117000
694,2023,SE,Data Analyst,100,M,250000
695,2023,SE,Data Analyst,100,M,138000
696,2023,SE,Data Engineer,0,M,140000
697,2023,SE,Data Engineer,0,M,120000
698,2023,SE,BI Analyst,0,M,160000
699,2023,SE,BI Analyst,0,M,135000
700,2023,MI,Data Science Manager,0,M,104500
701,2023,MI,Data Science Manager,0,M,70000
702,2023,MI,Data Science Consultant,0,M,90000
703,2023,MI,Data Science Consultant,0,M,70000
704,2023,SE,Data Engineer,100,M,153600
705,2023,SE,Data Engineer,100,M,106800
706,2023,EN,Data Engineer,0,M,125000
707,2023,EN,Data Engineer,0,M,90000
708,2023,MI,Research Scientist,100,M,185000
709,2023,MI,Research Scientist,100,M,125000
710,2023,SE,Data Analyst,100,M,127000
711,2023,SE,Data Analyst,100,M,94000
712,2023,SE,Data Scientist,0,M,210550
713,2023,SE,Data Scientist,0,M,153300
714,2023,MI,Data Scientist,100,M,200000
715,2023,MI,Data Scientist,100,M,150000
716,2023,SE,Data Analyst,100,M,161500
717,2023,SE,Data Analyst,100,M,119500
718,2023,SE,Data Analyst,0,M,175000
719,2023,SE,Data Analyst,0,M,145000
720,2023,SE,Data Scientist,0,M,175000
721,2023,SE,Data Scientist,0,M,148750
722,2023,SE,Data Analytics Specialist,0,M,105000
723,2023,SE,Data Analytics Specialist,0,M,85000
724,2023,SE,Research Scientist,0,M,215000
725,2023,SE,Research Scientist,0,M,146300
726,2023,SE,Machine Learning Engineer,0,M,153400
727,2023,SE,Machine Learning Engineer,0,M,122700
728,2023,MI,Data Engineer,0,M,260000
729,2023,MI,Data Engineer,0,M,175000
730,2023,SE,Data Scientist,100,M,186300
731,2023,SE,Data Scientist,100,M,123900
732,2023,MI,Research Scientist,100,M,150000
733,2023,SE,Machine Learning Engineer,0,M,153400
734,2023,SE,Machine Learning Engineer,0,M,122700
735,2023,MI,Data Engineer,0,M,250000
736,2023,MI,Data Engineer,0,M,175000
737,2023,SE,Data Analyst,0,M,185900
738,2023,SE,Data Analyst,0,M,121700
739,2023,SE,Data Analyst,0,M,153600
740,2023,SE,Data Analyst,0,M,106800
741,2023,EN,Data Analyst,100,L,100000
742,2023,SE,Machine Learning Engineer,0,M,247500
743,2023,SE,Machine Learning Engineer,0,M,172200
744,2023,EX,Data Engineer,100,M,310000
745,2023,EX,Data Engineer,100,M,239000
746,2023,SE,Data Analyst,0,M,125000
747,2023,SE,Data Analyst,0,M,110000
748,2023,EN,Data Analyst,0,M,150000
749,2023,EN,Data Analyst,0,M,100000
750,2023,SE,Data Scientist,0,M,149076
751,2023,SE,Data Scientist,0,M,82365
752,2023,MI,Data Engineer,0,M,146000
753,2023,MI,Data Engineer,0,M,75000
754,2023,SE,Machine Learning Engineer,0,M,139500
755,2023,SE,Machine Learning Engineer,0,M,109400
756,2023,SE,Data Engineer,0,M,139500
757,2023,SE,Data Engineer,0,M,109400
758,2023,MI,Data Engineer,0,M,149600
759,2023,MI,Data Engineer,0,M,102000
760,2023,SE,Data Engineer,0,M,252000
761,2023,SE,Data Engineer,0,M,129000
762,2023,SE,Data Analyst,0,M,95000
763,2023,SE,Data Analyst,0,M,85500
764,2023,SE,Data Analyst,0,M,185900
765,2023,SE,Data Analyst,0,M,121700
766,2023,EN,Research Scientist,0,M,150000
767,2023,EN,Research Scientist,0,M,100000
768,2023,MI,Data Engineer,0,M,145000
769,2023,MI,Data Engineer,0,M,125000
770,2023,MI,Data Scientist,100,M,150000
771,2023,MI,Data Scientist,100,M,97750
772,2023,SE,Data Scientist,0,M,201000
773,2023,SE,Data Scientist,0,M,122000
774,2023,SE,Data Engineer,0,M,252000
775,2023,SE,Data Engineer,0,M,129000
776,2023,SE,Data Analyst,100,M,120000
777,2023,SE,Data Analyst,100,M,75000
778,2023,MI,Data Scientist,100,M,116990
779,2023,MI,Data Scientist,100,M,82920
780,2023,SE,Data Scientist,0,M,185900
781,2023,SE,Data Scientist,0,M,129300
782,2023,MI,Machine Learning Scientist,0,S,200000
783,2023,MI,Machine Learning Scientist,0,S,125000
784,2023,SE,Data Scientist,0,M,201000
785,2023,SE,Data Scientist,0,M,122000
786,2023,SE,Machine Learning Engineer,0,M,204500
787,2023,SE,Machine Learning Engineer,0,M,142200
788,2023,SE,Data Manager,0,M,155000
789,2023,SE,Data Manager,0,M,140000
790,2023,MI,Machine Learning Infrastructure Engineer,0,M,205920
791,2023,MI,Machine Learning Infrastructure Engineer,0,M,171600
792,2023,SE,Data Engineer,100,M,121500
793,2023,SE,Data Engineer,100,M,78000
794,2023,MI,Data Engineer,0,M,154000
795,2023,MI,Data Engineer,0,M,116000
796,2023,SE,Data Scientist,0,M,190000
797,2023,SE,Data Scientist,0,M,136000
798,2023,SE,Data Analyst,0,M,180000
799,2023,SE,Data Analyst,0,M,110000
800,2023,SE,Data Scientist,100,M,275300
801,2023,SE,Data Scientist,100,M,183000
802,2023,SE,Data Engineer,0,M,170000
803,2023,SE,Data Engineer,0,M,140000
804,2023,SE,Data Engineer,0,M,154000
805,2023,SE,Data Engineer,0,M,116000
806,2023,SE,Data Engineer,100,M,160000
807,2023,SE,Data Engineer,100,M,130000
808,2023,MI,Data Engineer,0,M,200000
809,2023,MI,Data Engineer,0,M,120000
810,2023,SE,Data Scientist,100,M,175000
811,2023,SE,Data Scientist,100,M,160000
812,2023,SE,Data Engineer,0,M,153600
813,2023,SE,Data Engineer,0,M,106800
814,2023,EN,Data Analyst,100,M,85000
815,2023,EN,Data Analyst,100,M,75000
816,2023,SE,Data Scientist,0,M,225000
817,2023,SE,Data Scientist,0,M,156400
818,2023,SE,Analytics Engineer,0,M,150000
819,2023,SE,Analytics Engineer,0,M,120000
820,2023,SE,Machine Learning Engineer,0,M,163800
821,2023,SE,Machine Learning Engineer,0,M,126000
822,2023,SE,Data Analyst,100,M,145000
823,2023,SE,Data Analyst,100,M,90000
824,2023,SE,Machine Learning Engineer,0,M,204500
825,2023,SE,Machine Learning Engineer,0,M,142200
826,2023,SE,Data Analyst,0,M,95000
827,2023,SE,Data Analyst,0,M,85500
828,2023,SE,Data Engineer,0,M,167500
829,2023,SE,Data Engineer,0,M,106500
830,2023,SE,Data Engineer,0,M,163800
831,2023,SE,Data Engineer,0,M,126000
832,2023,MI,Data Analytics Manager,0,M,155000
833,2023,MI,Data Analytics Manager,0,M,140000
834,2023,SE,Research Scientist,0,M,250000
835,2023,SE,Research Scientist,0,M,200000
836,2023,SE,Data Scientist,0,M,260000
837,2023,SE,Data Scientist,0,M,186000
838,2023,SE,Data Engineer,100,M,160000
839,2023,SE,Data Engineer,100,M,130000
840,2023,SE,Research Scientist,0,M,200000
841,2023,SE,Research Scientist,0,M,150000
842,2023,SE,Data Scientist,0,M,150000
843,2023,SE,Data Scientist,0,M,120000
844,2023,MI,Research Scientist,0,M,185000
845,2023,MI,Research Scientist,0,M,125000
846,2023,SE,Data Analyst,100,M,175000
847,2023,SE,Data Analyst,100,M,130000
848,2023,SE,Data Analyst,100,M,122000
849,2023,SE,Data Analyst,100,M,93800
850,2023,SE,Data Analyst,100,M,165000
851,2023,SE,Data Analyst,100,M,112000
852,2023,EN,Computer Vision Engineer,0,M,220000
853,2023,SE,Machine Learning Engineer,0,M,204500
854,2023,SE,Machine Learning Engineer,0,M,142200
855,2023,MI,Machine Learning Engineer,0,M,200000
856,2023,MI,Machine Learning Engineer,0,M,175000
857,2023,SE,Data Engineer,0,M,185900
858,2023,SE,Data Engineer,0,M,129300
859,2023,SE,Data Analyst,0,M,185900
860,2023,SE,Data Analyst,0,M,121700
861,2023,SE,Machine Learning Engineer,0,M,204500
862,2023,SE,Machine Learning Engineer,0,M,142200
863,2023,SE,Data Analyst,0,M,180180
864,2023,SE,Data Analyst,0,M,106020
865,2023,SE,Data Scientist,100,M,136000
866,2023,SE,Data Scientist,100,M,104000
867,2023,SE,Data Analyst,0,M,125000
868,2023,SE,Data Analyst,0,M,110000
869,2023,SE,Machine Learning Engineer,0,M,153400
870,2023,SE,Machine Learning Engineer,0,M,122700
871,2023,EX,Data Engineer,100,M,310000
872,2023,EX,Data Engineer,100,M,239000
873,2023,SE,Data Analyst,0,M,152380
874,2023,SE,Data Analyst,0,M,121904
875,2023,SE,Data Scientist,0,M,185900
876,2023,SE,Data Scientist,0,M,129300
877,2023,SE,Machine Learning Engineer,0,M,247500
878,2023,SE,Machine Learning Engineer,0,M,172200
879,2023,SE,Data Architect,0,M,168400
880,2023,SE,Data Architect,0,M,105200
881,2023,SE,Machine Learning Engineer,0,M,128280
882,2023,SE,Machine Learning Engineer,0,M,106900
883,2022,SE,Lead Data Scientist,100,L,192000
884,2023,MI,Data Engineer,0,M,140000
885,2023,MI,Data Engineer,0,M,100000
886,2023,SE,Data Engineer,0,M,139500
887,2023,SE,Data Engineer,0,M,109400
888,2023,SE,Machine Learning Engineer,0,M,139500
889,2023,SE,Machine Learning Engineer,0,M,109400
890,2023,SE,Data Analyst,100,M,170500
891,2023,SE,Data Analyst,100,M,85000
892,2023,SE,Data Engineer,0,M,80000
893,2023,SE,Data Engineer,0,M,65000
894,2023,SE,Data Engineer,0,M,124740
895,2023,SE,Data Engineer,0,M,65488
896,2023,SE,Data Quality Analyst,0,M,72200
897,2023,SE,Data Quality Analyst,0,M,64980
898,2023,SE,Data Engineer,0,M,153600
899,2023,SE,Data Engineer,0,M,106800
900,2023,SE,Data Analyst,100,M,179975
901,2023,SE,Data Analyst,100,M,86466
902,2023,SE,Data Engineer,0,M,120000
903,2023,SE,Data Engineer,0,M,90000
904,2023,SE,Data Scientist,0,M,149076
905,2023,SE,Data Scientist,0,M,82365
906,2023,SE,Data Analyst,0,M,169000
907,2023,SE,Data Analyst,0,M,110600
908,2023,SE,Data Science Manager,0,M,175000
909,2023,SE,Data Science Manager,0,M,120000
910,2023,SE,Data Analyst,0,M,230000
911,2023,SE,Data Analyst,0,M,180000
912,2023,SE,Data Analyst,0,M,153600
913,2023,SE,Data Analyst,0,M,106800
914,2023,SE,Data Manager,0,M,140000
915,2023,SE,Data Manager,0,M,120000
916,2023,SE,Machine Learning Infrastructure Engineer,0,M,205920
917,2023,SE,Machine Learning Infrastructure Engineer,0,M,171600
918,2023,SE,Data Analyst,100,M,165000
919,2023,SE,Data Analyst,100,M,125000
920,2023,SE,Data Engineer,0,M,265000
921,2023,SE,Data Engineer,0,M,185000
922,2023,MI,Applied Machine Learning Engineer,0,M,130000
923,2022,EN,Data Scientist,100,M,168000
924,2023,SE,Data Analyst,0,M,95000
925,2023,SE,Data Analyst,0,M,85500
926,2023,SE,Data Scientist,0,M,147100
927,2023,SE,Data Scientist,0,M,90700
928,2023,SE,Data Engineer,0,M,167580
929,2023,SE,Data Engineer,0,M,87980
930,2023,SE,Data Engineer,100,M,202000
931,2023,SE,Data Engineer,100,M,135000
932,2023,SE,Data Engineer,0,M,163800
933,2023,SE,Data Engineer,0,M,126000
934,2023,SE,Machine Learning Engineer,0,M,163800
935,2023,SE,Machine Learning Engineer,0,M,126000
936,2023,SE,Data Engineer,100,M,104000
937,2023,SE,Data Engineer,100,M,65000
938,2023,SE,Research Engineer,0,M,230000
939,2023,SE,Research Engineer,0,M,148000
940,2023,SE,Analytics Engineer,0,M,197000
941,2023,SE,Analytics Engineer,0,M,106000
942,2023,MI,Deep Learning Engineer,100,M,150000
943,2023,MI,Deep Learning Engineer,100,M,100000
944,2023,SE,Data Engineer,100,M,290000
945,2023,SE,Data Engineer,100,M,210000
946,2023,SE,Data Engineer,0,M,192000
947,2023,SE,Data Engineer,0,M,172800
948,2023,SE,Data Scientist,0,M,300240
949,2023,SE,Data Scientist,0,M,200160
950,2023,SE,Data Scientist,0,M,300240
951,2023,SE,Data Scientist,0,M,200160
952,2023,SE,Analytics Engineer,0,M,175000
953,2023,SE,Analytics Engineer,0,M,140000
954,2023,SE,Data Manager,0,M,169000
955,2023,SE,Data Manager,0,M,100000
956,2023,SE,Data Scientist,0,M,370000
957,2023,SE,Data Scientist,0,M,245000
958,2023,SE,Data Analyst,100,S,110000
959,2023,SE,Data Analyst,100,S,80000
960,2023,EN,Data Analyst,0,M,55000
961,2023,EN,Data Analyst,0,M,48000
962,2023,SE,Data Analyst,0,M,95000
963,2023,SE,Data Analyst,0,M,85000
964,2023,SE,Data Engineer,100,M,137500
965,2023,SE,Data Engineer,100,M,81500
966,2023,SE,Machine Learning Engineer,0,M,323300
967,2023,SE,Machine Learning Engineer,0,M,184700
968,2023,SE,Machine Learning Engineer,100,M,186000
969,2023,SE,Machine Learning Engineer,100,M,153088
970,2023,MI,Data Infrastructure Engineer,100,M,190000
971,2023,MI,Data Infrastructure Engineer,100,M,160000
972,2023,SE,Machine Learning Engineer,100,M,200000
973,2023,SE,Machine Learning Engineer,100,M,150000
974,2023,MI,Data Infrastructure Engineer,0,M,190000
975,2023,MI,Data Infrastructure Engineer,0,M,183310
976,2023,SE,Machine Learning Engineer,100,M,240000
977,2023,SE,Machine Learning Engineer,100,M,180000
978,2023,SE,Machine Learning Engineer,100,M,200000
979,2023,SE,Machine Learning Engineer,100,M,150000
980,2023,SE,Data Science Manager,0,M,299500
981,2023,SE,Data Science Manager,0,M,245100
982,2023,SE,Data Engineer,100,M,144000
983,2023,SE,Data Engineer,100,M,66000
984,2023,MI,Machine Learning Engineer,0,M,148500
985,2023,MI,Machine Learning Engineer,0,M,126277
986,2023,SE,Data Architect,0,M,228000
987,2023,SE,Data Architect,0,M,120000
988,2023,SE,Machine Learning Software Engineer,0,M,180000
989,2023,SE,Machine Learning Software Engineer,0,M,90000
990,2023,SE,Data Scientist,0,M,126500
991,2023,SE,Data Scientist,0,M,78000
992,2023,SE,Data Engineer,0,M,180000
993,2023,SE,Data Engineer,0,M,160000
994,2023,SE,Machine Learning Software Engineer,0,M,272000
995,2023,SE,Machine Learning Software Engineer,0,M,170000
996,2023,MI,Data Analyst,0,M,80000
997,2023,MI,Data Analyst,0,M,60000
998,2023,SE,Data Engineer,100,M,259000
999,2023,SE,Data Engineer,100,M,146000
1000,2023,SE,Data Engineer,0,M,200000
1001,2023,SE,Data Engineer,0,M,160000
1002,2023,EX,Data Engineer,100,M,310000
1003,2023,EX,Data Engineer,100,M,239000
1004,2023,SE,Data Analyst,100,M,142000
1005,2023,SE,Data Analyst,100,M,95000
1006,2023,SE,Data Scientist,0,M,155000
1007,2023,SE,Data Scientist,0,M,139500
1008,2023,MI,Data Engineer,100,M,140000
1009,2023,MI,Data Engineer,100,M,120000
1010,2023,SE,Data Engineer,100,M,259000
1011,2023,SE,Data Engineer,100,M,146000
1012,2023,SE,Data Science Lead,0,M,247500
1013,2023,SE,Data Science Lead,0,M,172200
1014,2023,SE,Data Scientist,0,M,225000
1015,2023,SE,Data Scientist,0,M,156400
1016,2023,SE,Data Engineer,0,M,139500
1017,2023,SE,Data Engineer,0,M,109400
1018,2023,MI,Data Engineer,0,M,125000
1019,2023,MI,Data Engineer,0,M,90000
1020,2023,SE,Data Scientist,0,M,185900
1021,2023,SE,Data Scientist,0,M,129300
1022,2023,SE,Machine Learning Engineer,0,M,139500
1023,2023,SE,Machine Learning Engineer,0,M,109400
1024,2023,SE,Data Analyst,100,M,120000
1025,2023,SE,Data Analyst,100,M,75000
1026,2023,SE,Data Analyst,0,M,169000
1027,2023,SE,Data Analyst,0,M,110600
1028,2023,SE,Machine Learning Engineer,100,M,288000
1029,2023,SE,Machine Learning Engineer,100,M,140000
1030,2023,SE,Machine Learning Engineer,100,M,288000
1031,2023,SE,Machine Learning Engineer,100,M,140000
1032,2023,MI,Data Engineer,0,M,120000
1033,2023,MI,Data Engineer,0,M,90000
1034,2023,SE,Data Scientist,100,M,215050
1035,2023,SE,Data Scientist,100,M,156400
1036,2023,SE,Data Architect,100,M,198000
1037,2023,SE,Data Architect,100,M,114000
1038,2023,EN,Data Analyst,100,M,75000
1039,2023,EN,Data Analyst,100,M,60000
1040,2023,SE,Machine Learning Engineer,0,M,204500
1041,2023,SE,Machine Learning Engineer,0,M,142200
1042,2023,SE,Data Scientist,100,M,209300
1043,2023,SE,Data Scientist,100,M,182200
1044,2023,SE,Data Manager,0,M,140000
1045,2023,SE,Data Manager,0,M,120000
1046,2022,EN,Data Scientist,0,M,85000
1047,2023,SE,Machine Learning Engineer,0,M,147100
1048,2023,SE,Machine Learning Engineer,0,M,90700
1049,2023,SE,Data Engineer,0,M,230000
1050,2023,SE,Data Engineer,0,M,170000
1051,2023,SE,Data Analyst,0,M,227000
1052,2023,SE,Data Analyst,0,M,108000
1053,2023,SE,Data Engineer,100,M,180000
1054,2023,SE,Data Engineer,100,M,160000
1055,2023,SE,Data Architect,100,M,180000
1056,2023,SE,Data Architect,100,M,160000
1057,2023,SE,Data Engineer,0,M,180000
1058,2023,SE,Data Engineer,0,M,130000
1059,2023,EN,Data Analyst,100,L,60000
1060,2023,EN,Data Analyst,50,L,50000
1061,2023,SE,Data Engineer,0,M,226700
1062,2023,SE,Data Engineer,0,M,133300
1063,2023,SE,Data Engineer,0,M,252000
1064,2023,SE,Data Engineer,0,M,129000
1065,2023,SE,Data Analyst,0,M,80000
1066,2023,SE,Data Analyst,0,M,52500
1067,2023,SE,Data Engineer,100,M,250000
1068,2023,SE,Data Engineer,100,M,162500
1069,2023,EN,Data Analyst,100,M,85000
1070,2023,EN,Data Analyst,100,M,75000
1071,2023,SE,Data Analyst,0,M,153600
1072,2023,SE,Data Analyst,0,M,106800
1073,2023,MI,Data Analyst,0,M,165000
1074,2023,MI,Data Analyst,0,M,124000
1075,2023,SE,Data Analyst,100,M,115934
1076,2023,SE,Data Analyst,100,M,81666
1077,2023,SE,Data Engineer,0,M,167580
1078,2023,SE,Data Engineer,0,M,87980
1079,2023,SE,Data Engineer,100,M,250000
1080,2023,SE,Data Engineer,100,M,63000
1081,2023,MI,Data Scientist,0,M,170000
1082,2023,MI,Data Scientist,0,M,120000
1083,2023,SE,Data Engineer,0,M,124740
1084,2023,SE,Data Engineer,0,M,65488
1085,2023,SE,Data Engineer,100,M,213580
1086,2023,SE,Data Engineer,100,M,163625
1087,2022,SE,Machine Learning Software Engineer,100,M,375000
1088,2023,SE,Machine Learning Engineer,0,M,220000
1089,2023,SE,Machine Learning Engineer,0,M,170000
1090,2023,EX,Data Engineer,0,M,235000
1091,2023,EX,Data Engineer,0,M,210000
1092,2023,SE,Data Architect,100,M,180000
1093,2023,SE,Data Architect,100,M,115000
1094,2023,SE,Data Architect,100,M,200000
1095,2023,SE,Data Architect,100,M,115000
1096,2023,SE,Data Science Manager,100,M,231250
1097,2023,SE,Data Science Manager,100,M,138750
1098,2023,SE,Machine Learning Engineer,0,M,284310
1099,2023,SE,Machine Learning Engineer,0,M,153090
1100,2023,SE,Data Engineer,100,M,160000
1101,2023,SE,Data Engineer,100,M,75000
1102,2023,MI,Data Analyst,0,M,125000
1103,2023,MI,Data Analyst,0,M,105000
1104,2023,EN,Data Analyst,0,M,55000
1105,2023,EN,Data Analyst,0,M,48000
1106,2023,EN,Data Analyst,50,M,100000
1107,2023,SE,Data Science Lead,0,M,225900
1108,2023,SE,Data Science Lead,0,M,156400
1109,2023,SE,Data Engineer,100,M,250000
1110,2023,SE,Data Engineer,100,M,162500
1111,2023,SE,Machine Learning Engineer,100,M,318300
1112,2023,SE,Machine Learning Engineer,100,M,188800
1113,2023,SE,Data Analyst,0,M,385000
1114,2023,SE,Data Analyst,0,M,60000
1115,2023,MI,Data Analyst,100,M,110000
1116,2023,MI,Data Analyst,100,M,95000
1117,2023,SE,Data Scientist,100,M,145000
1118,2023,SE,Data Scientist,100,M,135000
1119,2023,SE,Data Analyst,0,M,180180
1120,2023,SE,Data Analyst,0,M,106020
1121,2023,SE,Data Analyst,100,M,93919
1122,2023,SE,Data Analyst,100,M,51962
1123,2023,SE,Data Engineer,0,M,241871
1124,2023,SE,Data Engineer,0,M,133832
1125,2023,SE,Data Scientist,100,M,170000
1126,2023,SE,Data Scientist,100,M,90000
1127,2023,EX,Data Engineer,100,M,210914
1128,2023,EX,Data Engineer,100,M,116704
1129,2023,SE,Data Analyst,100,M,192500
1130,2023,SE,Data Analyst,100,M,140000
1131,2023,SE,Data Scientist,0,M,149076
1132,2023,SE,Data Scientist,0,M,82365
1133,2023,SE,Data Scientist,0,M,175000
1134,2023,SE,Data Scientist,0,M,148750
1135,2023,SE,Research Scientist,0,M,370000
1136,2023,SE,Research Scientist,0,M,200000
1137,2023,SE,Data Scientist,100,M,235000
1138,2023,SE,Data Scientist,100,M,185000
1139,2023,SE,Data Scientist,0,M,216100
1140,2023,SE,Data Scientist,0,M,140800
1141,2023,EN,Data Scientist,50,S,110000
1142,2023,SE,Data Engineer,0,M,128000
1143,2023,SE,Data Engineer,0,M,81500
1144,2023,EX,Data Engineer,100,M,284000
1145,2023,EX,Data Engineer,100,M,236000
1146,2023,SE,Research Engineer,0,M,155850
1147,2023,SE,Research Engineer,0,M,102544
1148,2023,MI,Data Scientist,100,M,151410
1149,2023,MI,Data Scientist,100,M,115360
1150,2023,SE,Data Scientist,0,M,250000
1151,2023,SE,Data Scientist,0,M,162500
1152,2022,EN,Data Scientist,100,M,180000
1153,2023,MI,Research Scientist,0,M,85000
1154,2023,MI,Research Scientist,0,M,70000
1155,2023,SE,BI Developer,100,M,135000
1156,2023,SE,BI Developer,100,M,100000
1157,2023,EX,Data Analytics Manager,0,M,155000
1158,2023,EX,Data Analytics Manager,0,M,140000
1159,2023,SE,Machine Learning Engineer,0,M,204500
1160,2023,SE,Machine Learning Engineer,0,M,142200
1161,2023,SE,Data Engineer,0,M,226700
1162,2023,SE,Data Engineer,0,M,133300
1163,2023,SE,Data Scientist,100,M,225000
1164,2023,SE,Data Scientist,100,M,156400
1165,2023,SE,Data Engineer,0,M,163800
1166,2023,SE,Data Engineer,0,M,126000
1167,2023,SE,Machine Learning Engineer,0,M,163800
1168,2023,SE,Machine Learning Engineer,0,M,126000
1169,2023,SE,ML Engineer,0,M,220000
1170,2023,SE,ML Engineer,0,M,150000
1171,2023,SE,Data Engineer,0,M,145000
1172,2023,SE,Data Engineer,0,M,115000
1173,2023,SE,Data Analytics Manager,0,M,204500
1174,2023,SE,Data Analytics Manager,0,M,138900
1175,2023,MI,Data Engineer,0,M,162500
1176,2023,MI,Data Engineer,0,M,130000
1177,2023,SE,Data Engineer,100,M,150000
1178,2023,SE,Data Engineer,100,M,107000
1179,2023,EX,Data Engineer,0,M,175000
1180,2023,EX,Data Engineer,0,M,110000
1181,2023,SE,Data Engineer,0,M,226700
1182,2023,SE,Data Engineer,0,M,133300
1183,2023,SE,Data Engineer,0,M,252000
1184,2023,SE,Data Engineer,0,M,129000
1185,2023,SE,Machine Learning Engineer,0,M,150000
1186,2023,SE,Machine Learning Engineer,0,M,125000
1187,2023,SE,Data Engineer,0,M,252000
1188,2023,SE,Data Engineer,0,M,129000
1189,2023,SE,Data Scientist,0,M,225000
1190,2023,SE,Data Scientist,0,M,156400
1191,2023,MI,Machine Learning Engineer,100,L,110000
1192,2023,SE,Data Engineer,100,M,265000
1193,2023,SE,Data Engineer,100,M,182750
1194,2023,MI,Data Analyst,0,M,130000
1195,2023,MI,Data Analyst,0,M,100000
1196,2023,SE,Data Analyst,0,M,153600
1197,2023,SE,Data Analyst,0,M,106800
1198,2023,SE,Data Engineer,0,M,137500
1199,2023,SE,Data Engineer,0,M,81500
1200,2023,EX,Head of Data Science,0,M,314100
1201,2023,EX,Head of Data Science,0,M,195800
1202,2023,SE,Applied Scientist,0,M,205000
1203,2023,SE,Applied Scientist,0,M,180000
1204,2023,SE,Data Scientist,100,M,165000
1205,2023,SE,Data Scientist,100,M,144000
1206,2023,EN,BI Developer,0,M,160000
1207,2023,EN,BI Developer,0,M,100000
1208,2023,EX,Data Engineer,0,M,200000
1209,2023,EX,Data Engineer,0,M,145000
1210,2023,MI,Data Analyst,0,M,150000
1211,2023,MI,Data Analyst,0,M,100000
1212,2023,SE,Data Manager,0,M,199000
1213,2023,SE,Data Manager,0,M,112000
1214,2023,SE,Data Scientist,0,M,105000
1215,2023,SE,Data Scientist,0,M,70000
1216,2023,SE,Data Analyst,0,M,180180
1217,2023,SE,Data Analyst,0,M,106020
1218,2023,EN,Data Engineer,0,M,160000
1219,2023,EN,Data Engineer,0,M,135000
